D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\center_2021_05_16_17_20_33_286.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\left_2021_05_16_17_20_33_286.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\right_2021_05_16_17_20_33_286.jpg, 0, 0, 0, 7.793913E-05
D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\center_2021_05_16_17_20_33_386.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\left_2021_05_16_17_20_33_386.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\right_2021_05_16_17_20_33_386.jpg, 0, 0, 0, 7.78545E-05
D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\center_2021_05_16_17_20_33_488.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\left_2021_05_16_17_20_33_488.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\right_2021_05_16_17_20_33_488.jpg, 0, 0, 0, 7.803631E-05
D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\center_2021_05_16_17_20_33_591.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\left_2021_05_16_17_20_33_591.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\right_2021_05_16_17_20_33_591.jpg, 0, 0, 0, 7.969631E-05
D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\center_2021_05_16_17_20_33_693.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\left_2021_05_16_17_20_33_693.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\right_2021_05_16_17_20_33_693.jpg, 0, 0, 0, 7.780635E-05
D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\center_2021_05_16_17_20_33_795.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\left_2021_05_16_17_20_33_795.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\right_2021_05_16_17_20_33_795.jpg, 0, 0, 0, 7.785039E-05
D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\center_2021_05_16_17_20_33_895.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\left_2021_05_16_17_20_33_895.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\right_2021_05_16_17_20_33_895.jpg, 0, 0, 0, 7.851618E-05
D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\center_2021_05_16_17_20_33_999.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\left_2021_05_16_17_20_33_999.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\right_2021_05_16_17_20_33_999.jpg, 0, 0, 0, 7.861487E-05
D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\center_2021_05_16_17_20_34_104.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\left_2021_05_16_17_20_34_104.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\right_2021_05_16_17_20_34_104.jpg, 0, 0, 0, 7.810981E-05
D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\center_2021_05_16_17_20_34_205.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\left_2021_05_16_17_20_34_205.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\right_2021_05_16_17_20_34_205.jpg, 0, 0, 0, 7.77646E-05
D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\center_2021_05_16_17_20_34_308.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\left_2021_05_16_17_20_34_308.jpg, D:\OnlineCourse\Udemy-Self-driving-car\Behavioural-Cloning\Data\IMG\right_2021_05_16_17_20_34_308.jpg, 0, 0.1947195, 0, 0.1032923
